PartnerPolicy,Trial,Intentions_RT,Agency,Control,Game,Age,Education,Ethnicity,Religion,Sex,Persec,SocRef,ICARTot,ICARrt,Response,Type1,Type2,Option1_PPT,Option1_Partner,Option2_PPT,Option2_Partner,Diff1,Diff2,Choice,ChoiceAction,id
Competative,1,2901.7,50,1,Choose,27,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,1,3,13853.58,1,Prosocial,Individual,8,8,10,5,0,5,Prosocial,1,8
Competative,2,1388.485,50,1,Choose,27,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,1,3,13853.58,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,8
Competative,3,1232.115,50,1,Choose,27,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,1,3,13853.58,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,8
Competative,4,4481.61,50,1,Choose,27,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,1,3,13853.58,1,Individual,Competative,12,6,10,2,8,6,Individual,2,8
Competative,5,3625.21,50,1,Choose,27,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,1,3,13853.58,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,8
Competative,6,2510,50,1,Choose,27,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,1,3,13853.58,2,Individual,Prosocial,12,5,9,9,0,7,Prosocial,1,8
Competative,7,1551.195,50,1,Choose,27,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,1,3,13853.58,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,8
Competative,8,1350.76,50,1,Choose,27,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,1,3,13853.58,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,8
Competative,9,1462.495,50,1,Choose,27,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,1,3,13853.58,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,8
Competative,10,1154.365,50,1,Choose,27,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,1,3,13853.58,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,8
Competative,11,2461.36,50,1,Choose,27,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,1,3,13853.58,2,Competative,Individual,6,2,8,5,4,3,Individual,2,8
Competative,12,2177.375,50,1,Choose,27,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,1,3,13853.58,2,Competative,Individual,7,2,8,5,5,3,Individual,2,8
Competative,13,1579.81,50,1,Choose,27,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,1,3,13853.58,1,Individual,Competative,10,6,8,2,6,4,Individual,2,8
Competative,14,1239.76,50,1,Choose,27,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,1,3,13853.58,1,Prosocial,Individual,7,7,10,5,0,5,Prosocial,1,8
Competative,15,1504.335,50,1,Choose,27,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,1,3,13853.58,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,8
Competative,16,2754.575,50,1,Choose,27,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,1,3,13853.58,2,Competative,Individual,8,2,9,5,6,4,Individual,2,8
Competative,17,1283.915,50,1,Choose,27,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,1,3,13853.58,1,Prosocial,Individual,6,6,10,5,0,5,Prosocial,1,8
Competative,18,1784.095,50,1,Choose,27,College/Sixth Form (A level or equivalent),"""White""",Atheist,Female,0,1,3,13853.58,2,Individual,Prosocial,12,5,8,8,0,7,Prosocial,1,8
Prosocial,1,5591.4,14,0,Choose,30,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,5,15,1,13285.94,1,Competative,Individual,7,2,8,5,5,3,Competative,3,9
Prosocial,2,1971.57,14,0,Choose,30,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,5,15,1,13285.94,2,Prosocial,Competative,7,7,7,2,0,5,Competative,3,9
Prosocial,3,3048.38,14,0,Choose,30,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,5,15,1,13285.94,2,Individual,Competative,10,6,8,2,6,4,Competative,3,9
Prosocial,4,5821.245,14,0,Choose,30,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,5,15,1,13285.94,2,Prosocial,Competative,6,6,6,2,0,4,Competative,3,9
Prosocial,5,4790.735,14,0,Choose,30,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,5,15,1,13285.94,1,Individual,Prosocial,12,5,8,8,0,7,Individual,2,9
Prosocial,6,2390.035,14,0,Choose,30,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,5,15,1,13285.94,1,Competative,Individual,8,2,9,5,6,4,Competative,3,9
Prosocial,7,2752.155,14,0,Choose,30,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,5,15,1,13285.94,1,Individual,Prosocial,12,5,10,10,0,7,Individual,2,9
Prosocial,8,2061.58,14,0,Choose,30,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,5,15,1,13285.94,2,Prosocial,Individual,7,7,10,5,0,5,Individual,2,9
Prosocial,9,4448.37,14,0,Choose,30,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,5,15,1,13285.94,2,Individual,Competitive,11,6,9,2,7,5,Competitive,3,9
Prosocial,10,1887.05,14,0,Choose,30,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,5,15,1,13285.94,2,Prosocial,Individual,8,8,10,5,0,5,Individual,2,9
Prosocial,11,1364.895,14,0,Choose,30,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,5,15,1,13285.94,2,Prosocial,Individual,6,6,10,5,0,5,Individual,2,9
Prosocial,12,1522.02,14,0,Choose,30,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,5,15,1,13285.94,1,Competative,Prosocial,8,5,8,8,0,3,Competative,3,9
Prosocial,13,2111.84,14,0,Choose,30,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,5,15,1,13285.94,1,Competative,Individual,6,2,8,5,4,3,Competative,3,9
Prosocial,14,3710.375,14,0,Choose,30,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,5,15,1,13285.94,1,Individual,Competative,12,6,10,2,8,6,Individual,2,9
Prosocial,15,2553.355,14,0,Choose,30,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,5,15,1,13285.94,1,Competative,Prosocial,10,5,10,10,0,5,Competative,3,9
Prosocial,16,1513.505,14,0,Choose,30,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,5,15,1,13285.94,1,Competative,Prosocial,9,5,9,9,0,4,Competative,3,9
Prosocial,17,1166.7,14,0,Choose,30,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,5,15,1,13285.94,2,Prosocial,Competative,8,8,8,2,0,6,Competative,3,9
Prosocial,18,1114.45,14,0,Choose,30,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,5,15,1,13285.94,1,Individual,Prosocial,12,5,9,9,0,7,Individual,2,9
Prosocial,1,3145,79,1,Choose,48,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,4,3,4,30930.6,1,Individual,Competative,12,6,10,2,8,6,Individual,2,10
Prosocial,2,1552,79,1,Choose,48,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,4,3,4,30930.6,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,10
Prosocial,3,2157,79,1,Choose,48,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,4,3,4,30930.6,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,10
Prosocial,4,2141,79,1,Choose,48,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,4,3,4,30930.6,2,Individual,Prosocial,12,5,9,9,0,7,Prosocial,1,10
Prosocial,5,1154,79,1,Choose,48,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,4,3,4,30930.6,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,10
Prosocial,6,1948,79,1,Choose,48,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,4,3,4,30930.6,2,Competative,Individual,6,2,8,5,4,3,Individual,2,10
Prosocial,7,1429,79,1,Choose,48,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,4,3,4,30930.6,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,10
Prosocial,8,2370,79,1,Choose,48,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,4,3,4,30930.6,1,Prosocial,Individual,7,7,10,5,0,5,Prosocial,1,10
Prosocial,9,1894,79,1,Choose,48,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,4,3,4,30930.6,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,10
Prosocial,10,2118,79,1,Choose,48,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,4,3,4,30930.6,2,Competative,Individual,7,2,8,5,5,3,Individual,2,10
Prosocial,11,1639,79,1,Choose,48,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,4,3,4,30930.6,1,Prosocial,Individual,8,8,10,5,0,5,Prosocial,1,10
Prosocial,12,1742,79,1,Choose,48,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,4,3,4,30930.6,2,Individual,Prosocial,12,5,8,8,0,7,Prosocial,1,10
Prosocial,13,2829,79,1,Choose,48,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,4,3,4,30930.6,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,10
Prosocial,14,1294,79,1,Choose,48,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,4,3,4,30930.6,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,10
Prosocial,15,1907,79,1,Choose,48,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,4,3,4,30930.6,1,Prosocial,Individual,6,6,10,5,0,5,Prosocial,1,10
Prosocial,16,997,79,1,Choose,48,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,4,3,4,30930.6,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,10
Prosocial,17,2068,79,1,Choose,48,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,4,3,4,30930.6,1,Individual,Competative,10,6,8,2,6,4,Individual,2,10
Prosocial,18,2304,79,1,Choose,48,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,4,3,4,30930.6,2,Competative,Individual,8,2,9,5,6,4,Individual,2,10
Competative,1,5152.785,43,1,Choose,39,Doctoral Degree (e.g. PhD; DClinPsy),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,3,8,118586.79,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,11
Competative,2,3005.6,43,1,Choose,39,Doctoral Degree (e.g. PhD; DClinPsy),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,3,8,118586.79,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,11
Competative,3,3838.215,43,1,Choose,39,Doctoral Degree (e.g. PhD; DClinPsy),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,3,8,118586.79,1,Prosocial,Individual,7,7,10,5,0,5,Prosocial,1,11
Competative,4,2750.23,43,1,Choose,39,Doctoral Degree (e.g. PhD; DClinPsy),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,3,8,118586.79,2,Individual,Prosocial,12,5,8,8,0,7,Prosocial,1,11
Competative,5,6372.08,43,1,Choose,39,Doctoral Degree (e.g. PhD; DClinPsy),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,3,8,118586.79,2,Competative,Individual,8,2,9,5,6,4,Individual,2,11
Competative,6,3130.975,43,1,Choose,39,Doctoral Degree (e.g. PhD; DClinPsy),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,3,8,118586.79,1,Prosocial,Individual,6,6,10,5,0,5,Prosocial,1,11
Competative,7,1060.995,43,1,Choose,39,Doctoral Degree (e.g. PhD; DClinPsy),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,3,8,118586.79,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,11
Competative,8,1823.075,43,1,Choose,39,Doctoral Degree (e.g. PhD; DClinPsy),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,3,8,118586.79,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,11
Competative,9,8954.415,43,1,Choose,39,Doctoral Degree (e.g. PhD; DClinPsy),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,3,8,118586.79,2,Competative,Individual,6,2,8,5,4,3,Individual,2,11
Competative,10,3736.11,43,1,Choose,39,Doctoral Degree (e.g. PhD; DClinPsy),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,3,8,118586.79,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,11
Competative,11,1246.51,43,1,Choose,39,Doctoral Degree (e.g. PhD; DClinPsy),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,3,8,118586.79,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,11
Competative,12,1121.89,43,1,Choose,39,Doctoral Degree (e.g. PhD; DClinPsy),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,3,8,118586.79,1,Prosocial,Individual,8,8,10,5,0,5,Prosocial,1,11
Competative,13,2597.48,43,1,Choose,39,Doctoral Degree (e.g. PhD; DClinPsy),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,3,8,118586.79,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,11
Competative,14,3309.615,43,1,Choose,39,Doctoral Degree (e.g. PhD; DClinPsy),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,3,8,118586.79,2,Competative,Individual,7,2,8,5,5,3,Individual,2,11
Competative,15,4961.985,43,1,Choose,39,Doctoral Degree (e.g. PhD; DClinPsy),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,3,8,118586.79,1,Individual,Competative,12,6,10,2,8,6,Individual,2,11
Competative,16,3246.395,43,1,Choose,39,Doctoral Degree (e.g. PhD; DClinPsy),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,3,8,118586.79,2,Individual,Prosocial,12,5,9,9,0,7,Prosocial,1,11
Competative,17,3930.785,43,1,Choose,39,Doctoral Degree (e.g. PhD; DClinPsy),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,3,8,118586.79,1,Individual,Competative,10,6,8,2,6,4,Individual,2,11
Competative,18,2883.625,43,1,Choose,39,Doctoral Degree (e.g. PhD; DClinPsy),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,3,8,118586.79,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,11
Competative,1,5832,29,1,Choose,46,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Other (please specify),Female,1,3,6,10721.4,1,Individual,Competative,12,6,10,2,8,6,Individual,2,12
Competative,2,3374,29,1,Choose,46,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Other (please specify),Female,1,3,6,10721.4,1,Competative,Individual,8,2,9,5,6,4,Competative,3,12
Competative,3,3286,29,1,Choose,46,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Other (please specify),Female,1,3,6,10721.4,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,12
Competative,4,1498,29,1,Choose,46,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Other (please specify),Female,1,3,6,10721.4,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,12
Competative,5,2754,29,1,Choose,46,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Other (please specify),Female,1,3,6,10721.4,2,Prosocial,Individual,6,6,10,5,0,5,Individual,2,12
Competative,6,1680,29,1,Choose,46,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Other (please specify),Female,1,3,6,10721.4,2,Competative,Individual,6,2,8,5,4,3,Individual,2,12
Competative,7,1059,29,1,Choose,46,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Other (please specify),Female,1,3,6,10721.4,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,12
Competative,8,1725,29,1,Choose,46,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Other (please specify),Female,1,3,6,10721.4,2,Competative,Individual,7,2,8,5,5,3,Individual,2,12
Competative,9,2406,29,1,Choose,46,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Other (please specify),Female,1,3,6,10721.4,2,Individual,Prosocial,12,5,8,8,0,7,Prosocial,1,12
Competative,10,1258,29,1,Choose,46,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Other (please specify),Female,1,3,6,10721.4,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,12
Competative,11,1924,29,1,Choose,46,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Other (please specify),Female,1,3,6,10721.4,2,Individual,Prosocial,12,5,9,9,0,7,Prosocial,1,12
Competative,12,906,29,1,Choose,46,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Other (please specify),Female,1,3,6,10721.4,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,12
Competative,13,2156,29,1,Choose,46,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Other (please specify),Female,1,3,6,10721.4,1,Individual,Competative,10,6,8,2,6,4,Individual,2,12
Competative,14,933,29,1,Choose,46,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Other (please specify),Female,1,3,6,10721.4,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,12
Competative,15,958,29,1,Choose,46,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Other (please specify),Female,1,3,6,10721.4,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,12
Competative,16,1618,29,1,Choose,46,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Other (please specify),Female,1,3,6,10721.4,1,Prosocial,Individual,7,7,10,5,0,5,Prosocial,1,12
Competative,17,664,29,1,Choose,46,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Other (please specify),Female,1,3,6,10721.4,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,12
Competative,18,1773,29,1,Choose,46,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Other (please specify),Female,1,3,6,10721.4,1,Prosocial,Individual,8,8,10,5,0,5,Prosocial,1,12
Competative,1,10025,92,0,Choose,74,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Buddhist,Male,0,0,4,50568.5,2,Competative,Individual,6,2,8,5,4,3,Individual,2,13
Competative,2,6091,92,0,Choose,74,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Buddhist,Male,0,0,4,50568.5,2,Competative,Individual,7,2,8,5,5,3,Individual,2,13
Competative,3,3792,92,0,Choose,74,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Buddhist,Male,0,0,4,50568.5,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,13
Competative,4,2628,92,0,Choose,74,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Buddhist,Male,0,0,4,50568.5,1,Prosocial,Individual,8,8,10,5,0,5,Prosocial,1,13
Competative,5,1919,92,0,Choose,74,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Buddhist,Male,0,0,4,50568.5,2,Individual,Prosocial,12,5,9,9,0,7,Prosocial,1,13
Competative,6,1651,92,0,Choose,74,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Buddhist,Male,0,0,4,50568.5,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,13
Competative,7,1886,92,0,Choose,74,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Buddhist,Male,0,0,4,50568.5,2,Individual,Prosocial,12,5,8,8,0,7,Prosocial,1,13
Competative,8,1542,92,0,Choose,74,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Buddhist,Male,0,0,4,50568.5,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,13
Competative,9,1775,92,0,Choose,74,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Buddhist,Male,0,0,4,50568.5,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,13
Competative,10,5959,92,0,Choose,74,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Buddhist,Male,0,0,4,50568.5,1,Individual,Competative,10,6,8,2,6,4,Individual,2,13
Competative,11,1703,92,0,Choose,74,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Buddhist,Male,0,0,4,50568.5,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,13
Competative,12,3514,92,0,Choose,74,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Buddhist,Male,0,0,4,50568.5,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,13
Competative,13,2074,92,0,Choose,74,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Buddhist,Male,0,0,4,50568.5,2,Competative,Individual,8,2,9,5,6,4,Individual,2,13
Competative,14,2195,92,0,Choose,74,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Buddhist,Male,0,0,4,50568.5,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,13
Competative,15,1853,92,0,Choose,74,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Buddhist,Male,0,0,4,50568.5,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,13
Competative,16,1378,92,0,Choose,74,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Buddhist,Male,0,0,4,50568.5,1,Prosocial,Individual,6,6,10,5,0,5,Prosocial,1,13
Competative,17,4749,92,0,Choose,74,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Buddhist,Male,0,0,4,50568.5,1,Individual,Competative,12,6,10,2,8,6,Individual,2,13
Competative,18,1184,92,0,Choose,74,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Buddhist,Male,0,0,4,50568.5,1,Prosocial,Individual,7,7,10,5,0,5,Prosocial,1,13
Competative,1,2500.365,3,1,Choose,41,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Christian,Female,1,5,7,31663.73,2,Prosocial,Individual,6,6,10,5,0,5,Individual,2,14
